Model,TBS1072C
2.752e+00,-33.6
2.768e+00,-33.6
2.784e+00,-33.6
2.800e+00,-34.4
2.816e+00,-34.4
2.832e+00,-34.4
2.848e+00,-34.4
2.864e+00,-34.4
2.880e+00,-34.4
2.896e+00,-33.6
2.912e+00,-33.6
2.928e+00,-32.8
2.944e+00,-32.8
2.960e+00,-32
2.976e+00,-31.2
2.992e+00,-30.4
3.008e+00,-28.8
3.024e+00,-28
3.040e+00,-28
3.056e+00,-26.4
3.072e+00,-24.8
3.088e+00,-23.2
3.104e+00,-23.2
3.120e+00,-20.8
3.136e+00,-19.2
3.152e+00,-18.4
3.168e+00,-16.8
3.184e+00,-15.2
3.200e+00,-13.6
3.216e+00,-12
3.232e+00,-9.6
3.248e+00,-8
3.264e+00,-6.4
3.280e+00,-4.8
3.296e+00,-3.2
3.312e+00,-1.6
3.328e+00,0
3.344e+00,0.8
3.360e+00,3.2
3.376e+00,4.8
3.392e+00,6.4
3.408e+00,8
3.424e+00,10.4
3.440e+00,12
3.456e+00,12.8
3.472e+00,15.2
3.488e+00,16.8
3.504e+00,17.6
3.520e+00,19.2
3.536e+00,20.8
3.552e+00,21.6
3.568e+00,23.2
3.584e+00,24
3.600e+00,25.6
3.616e+00,26.4
3.632e+00,27.2
3.648e+00,28
3.664e+00,29.6
3.680e+00,30.4
3.696e+00,30.4
3.712e+00,31.2
3.728e+00,32
3.744e+00,32
3.760e+00,32
3.776e+00,32
3.792e+00,32.8
3.808e+00,32
3.824e+00,32
3.840e+00,32
3.856e+00,32
3.872e+00,31.2
3.888e+00,30.4
3.904e+00,30.4
3.920e+00,29.6
3.936e+00,28.8
3.952e+00,27.2
3.968e+00,26.4
3.984e+00,25.6
4.000e+00,24
4.016e+00,23.2
4.032e+00,22.4
4.048e+00,20.8
4.064e+00,19.2
4.080e+00,18.4
4.096e+00,16
4.112e+00,15.2
4.128e+00,13.6
4.144e+00,12
4.160e+00,9.6
4.176e+00,8
4.192e+00,6.4
4.208e+00,4.8
4.224e+00,3.2
4.240e+00,1.6
4.256e+00,0
4.272e+00,-1.6
4.288e+00,-3.2
4.304e+00,-4.8
4.320e+00,-6.4
4.336e+00,-8
4.352e+00,-9.6
4.368e+00,-11.2
4.384e+00,-12.8
4.400e+00,-14.4
4.416e+00,-16
4.432e+00,-17.6
4.448e+00,-19.2
4.464e+00,-20.8
4.480e+00,-22.4
4.496e+00,-23.2
4.512e+00,-24.8
4.528e+00,-25.6
4.544e+00,-27.2
4.560e+00,-28
4.576e+00,-28.8
4.592e+00,-29.6
4.608e+00,-30.4
4.624e+00,-31.2
4.640e+00,-32
4.656e+00,-32.8
4.672e+00,-33.6
4.688e+00,-33.6
4.704e+00,-33.6
4.720e+00,-33.6
4.736e+00,-34.4
4.752e+00,-34.4
4.768e+00,-34.4
4.784e+00,-33.6
4.800e+00,-33.6
4.816e+00,-33.6
4.832e+00,-32.8
4.848e+00,-32.8
4.864e+00,-32
4.880e+00,-31.2
4.896e+00,-30.4
4.912e+00,-29.6
4.928e+00,-28.8
4.944e+00,-28
4.960e+00,-26.4
4.976e+00,-25.6
4.992e+00,-24.8
5.008e+00,-23.2
5.024e+00,-21.6
5.040e+00,-20.8
5.056e+00,-19.2
5.072e+00,-17.6
5.088e+00,-16
5.104e+00,-14.4
5.120e+00,-12.8
5.136e+00,-11.2
5.152e+00,-9.6
5.168e+00,-8
5.184e+00,-6.4
5.200e+00,-4.8
5.216e+00,-3.2
5.232e+00,-1.6
5.248e+00,0
5.264e+00,2.4
5.280e+00,3.2
5.296e+00,5.6
5.312e+00,6.4
5.328e+00,8
5.344e+00,10.4
5.360e+00,12
5.376e+00,13.6
5.392e+00,14.4
5.408e+00,16
5.424e+00,17.6
5.440e+00,19.2
5.456e+00,20.8
5.472e+00,21.6
5.488e+00,23.2
5.504e+00,24
5.520e+00,24.8
5.536e+00,26.4
5.552e+00,27.2
5.568e+00,28.8
5.584e+00,28.8
5.600e+00,29.6
5.616e+00,30.4
5.632e+00,31.2
5.648e+00,31.2
5.664e+00,31.2
5.680e+00,32
5.696e+00,32
5.712e+00,32
5.728e+00,32
5.744e+00,32
5.760e+00,32
5.776e+00,30.4
5.792e+00,30.4
5.808e+00,30.4
5.824e+00,28.8
5.840e+00,28.8
5.856e+00,28
5.872e+00,27.2
5.888e+00,25.6
5.904e+00,24.8
5.920e+00,24
5.936e+00,22.4
5.952e+00,21.6
5.968e+00,20
5.984e+00,18.4
6.000e+00,17.6
6.016e+00,16
6.032e+00,14.4
6.048e+00,12.8
6.064e+00,11.2
6.080e+00,8.8
6.096e+00,8
6.112e+00,6.4
6.128e+00,4.8
6.144e+00,3.2
6.160e+00,1.6
6.176e+00,0
6.192e+00,-1.6
6.208e+00,-3.2
6.224e+00,-4.8
6.240e+00,-6.4
6.256e+00,-8
6.272e+00,-10.4
6.288e+00,-11.2
6.304e+00,-12.8
6.320e+00,-14.4
6.336e+00,-16
6.352e+00,-17.6
6.368e+00,-19.2
6.384e+00,-20.8
6.400e+00,-21.6
6.416e+00,-23.2
6.432e+00,-24.8
6.448e+00,-25.6
6.464e+00,-27.2
6.480e+00,-28
6.496e+00,-28.8
6.512e+00,-29.6
6.528e+00,-30.4
6.544e+00,-31.2
6.560e+00,-32
6.576e+00,-32
6.592e+00,-32.8
6.608e+00,-33.6
6.624e+00,-33.6
6.640e+00,-33.6
6.656e+00,-33.6
6.672e+00,-34.4
6.688e+00,-33.6
6.704e+00,-33.6
6.720e+00,-32.8
6.736e+00,-32.8
6.752e+00,-32.8
6.768e+00,-32
6.784e+00,-32
6.800e+00,-31.2
6.816e+00,-30.4
6.832e+00,-29.6
6.848e+00,-28
6.864e+00,-27.2
6.880e+00,-26.4
6.896e+00,-24.8
6.912e+00,-24
6.928e+00,-23.2
6.944e+00,-21.6
6.960e+00,-20
6.976e+00,-18.4
6.992e+00,-17.6
7.008e+00,-16
7.024e+00,-14.4
7.040e+00,-12.8
7.056e+00,-11.2
7.072e+00,-9.6
7.088e+00,-7.2
7.104e+00,-5.6
7.120e+00,-4
7.136e+00,-2.4
7.152e+00,-0.8
7.168e+00,0.8
7.184e+00,2.4
7.200e+00,3.2
7.216e+00,5.6
7.232e+00,7.2
7.248e+00,8.8
7.264e+00,10.4
7.280e+00,12
7.296e+00,12.8
7.312e+00,14.4
7.328e+00,16.8
7.344e+00,17.6
7.360e+00,19.2
7.376e+00,20.8
7.392e+00,21.6
7.408e+00,23.2
7.424e+00,24
7.440e+00,24.8
7.456e+00,26.4
7.472e+00,27.2
7.488e+00,28
7.504e+00,28.8
7.520e+00,29.6
7.536e+00,30.4
7.552e+00,30.4
7.568e+00,31.2
7.584e+00,30.4
7.600e+00,31.2
7.616e+00,31.2
7.632e+00,31.2
7.648e+00,32
7.664e+00,31.2
7.680e+00,31.2
7.696e+00,30.4
7.712e+00,30.4
7.728e+00,29.6
7.744e+00,29.6
7.760e+00,28
7.776e+00,27.2
7.792e+00,26.4
7.808e+00,25.6
7.824e+00,24.8
7.840e+00,23.2
7.856e+00,22.4
7.872e+00,20.8
7.888e+00,20
7.904e+00,18.4
7.920e+00,16.8
7.936e+00,16
7.952e+00,13.6
7.968e+00,12
7.984e+00,11.2
8.000e+00,9.6
8.016e+00,7.2
8.032e+00,5.6
8.048e+00,4
8.064e+00,2.4
8.080e+00,1.6
8.096e+00,-0.8
8.112e+00,-2.4
8.128e+00,-3.2
8.144e+00,-5.6
8.160e+00,-6.4
8.176e+00,-8
8.192e+00,-10.4
8.208e+00,-12
8.224e+00,-13.6
8.240e+00,-14.4
8.256e+00,-16
8.272e+00,-17.6
8.288e+00,-19.2
8.304e+00,-20.8
8.320e+00,-21.6
8.336e+00,-23.2
8.352e+00,-24
8.368e+00,-25.6
8.384e+00,-26.4
8.400e+00,-27.2
8.416e+00,-28
8.432e+00,-29.6
8.448e+00,-29.6
8.464e+00,-31.2
8.480e+00,-31.2
8.496e+00,-32
8.512e+00,-32
8.528e+00,-32.8
8.544e+00,-32.8
8.560e+00,-33.6
8.576e+00,-32.8
8.592e+00,-33.6
8.608e+00,-33.6
8.624e+00,-33.6
8.640e+00,-32.8
8.656e+00,-32.8
8.672e+00,-32
8.688e+00,-31.2
8.704e+00,-31.2
8.720e+00,-30.4
8.736e+00,-29.6
8.752e+00,-28.8
8.768e+00,-28
8.784e+00,-27.2
8.800e+00,-26.4
8.816e+00,-24.8
8.832e+00,-23.2
8.848e+00,-22.4
8.864e+00,-20.8
8.880e+00,-20
8.896e+00,-18.4
8.912e+00,-16.8
8.928e+00,-15.2
8.944e+00,-13.6
8.960e+00,-12
8.976e+00,-10.4
8.992e+00,-8.8
9.008e+00,-7.2
9.024e+00,-5.6
9.040e+00,-4
9.056e+00,-2.4
9.072e+00,-0.8
9.088e+00,0.8
9.104e+00,2.4
9.120e+00,4
9.136e+00,5.6
9.152e+00,7.2
9.168e+00,8.8
9.184e+00,10.4
9.200e+00,12
9.216e+00,13.6
9.232e+00,15.2
9.248e+00,16
9.264e+00,18.4
9.280e+00,19.2
9.296e+00,20.8
9.312e+00,21.6
9.328e+00,23.2
9.344e+00,24
9.360e+00,24.8
9.376e+00,25.6
9.392e+00,27.2
9.408e+00,28
9.424e+00,28
9.440e+00,29.6
9.456e+00,29.6
9.472e+00,30.4
9.488e+00,31.2
9.504e+00,31.2
9.520e+00,31.2
9.536e+00,31.2
9.552e+00,31.2
9.568e+00,31.2
9.584e+00,31.2
9.600e+00,31.2
9.616e+00,30.4
9.632e+00,29.6
9.648e+00,29.6
9.664e+00,28.8
9.680e+00,28
9.696e+00,27.2
9.712e+00,25.6
9.728e+00,24.8
9.744e+00,24
9.760e+00,23.2
9.776e+00,21.6
9.792e+00,20.8
9.808e+00,19.2
9.824e+00,18.4
9.840e+00,16.8
9.856e+00,15.2
9.872e+00,13.6
9.888e+00,12
9.904e+00,10.4
9.920e+00,8.8
9.936e+00,7.2
9.952e+00,5.6
9.968e+00,4
9.984e+00,2.4
1.000e+01,0.8
1.002e+01,-0.8
1.003e+01,-2.4
1.005e+01,-4
1.006e+01,-5.6
1.008e+01,-7.2
1.010e+01,-8.8
1.011e+01,-10.4
1.013e+01,-12
1.014e+01,-12.8
1.016e+01,-15.2
1.018e+01,-16
1.019e+01,-17.6
1.021e+01,-19.2
1.022e+01,-20.8
1.024e+01,-21.6
1.026e+01,-23.2
1.027e+01,-24
1.029e+01,-25.6
1.030e+01,-26.4
1.032e+01,-27.2
1.034e+01,-28.8
1.035e+01,-28.8
1.037e+01,-29.6
1.038e+01,-31.2
1.040e+01,-31.2
1.042e+01,-32
1.043e+01,-32
1.045e+01,-32.8
1.046e+01,-32.8
1.048e+01,-32.8
1.050e+01,-32.8
1.051e+01,-32.8
1.053e+01,-32.8
1.054e+01,-32.8
1.056e+01,-32.8
1.058e+01,-32
1.059e+01,-31.2
1.061e+01,-31.2
1.062e+01,-31.2
1.064e+01,-29.6
1.066e+01,-28.8
1.067e+01,-28
1.069e+01,-27.2
1.070e+01,-26.4
1.072e+01,-24.8
1.074e+01,-24
1.075e+01,-23.2
1.077e+01,-21.6
1.078e+01,-20.8
1.080e+01,-19.2
1.082e+01,-17.6
1.083e+01,-16
1.085e+01,-14.4
1.086e+01,-13.6
1.088e+01,-12
1.090e+01,-10.4
1.091e+01,-8
1.093e+01,-6.4
1.094e+01,-4.8
1.096e+01,-4
1.098e+01,-2.4
1.099e+01,-0.8
1.101e+01,0.8
1.102e+01,2.4
1.104e+01,4
1.106e+01,5.6
1.107e+01,7.2
1.109e+01,8.8
1.110e+01,10.4
1.112e+01,12
1.114e+01,13.6
1.115e+01,15.2
1.117e+01,16
1.118e+01,17.6
1.120e+01,19.2
1.122e+01,20.8
1.123e+01,21.6
1.125e+01,22.4
1.126e+01,24
1.128e+01,24.8
1.130e+01,25.6
1.131e+01,26.4
1.133e+01,27.2
1.134e+01,28.8
1.136e+01,28.8
1.138e+01,29.6
1.139e+01,29.6
1.141e+01,30.4
1.142e+01,30.4
1.144e+01,30.4
1.146e+01,31.2
1.147e+01,30.4
1.149e+01,31.2
1.150e+01,29.6
1.152e+01,30.4
1.154e+01,29.6
1.155e+01,29.6
1.157e+01,28
1.158e+01,28
1.160e+01,27.2
1.162e+01,26.4
1.163e+01,25.6
1.165e+01,24.8
1.166e+01,24
1.168e+01,22.4
1.170e+01,21.6
1.171e+01,20
1.173e+01,18.4
1.174e+01,17.6
1.176e+01,16
1.178e+01,14.4
1.179e+01,12.8
1.181e+01,12
1.182e+01,10.4
1.184e+01,8
1.186e+01,7.2
1.187e+01,4.8
1.189e+01,4
1.190e+01,2.4
1.192e+01,0.8
1.194e+01,-0.8
1.195e+01,-2.4
1.197e+01,-4
1.198e+01,-5.6
1.200e+01,-7.2
1.202e+01,-8.8
1.203e+01,-10.4
1.205e+01,-12
1.206e+01,-13.6
1.208e+01,-15.2
1.210e+01,-16
1.211e+01,-17.6
1.213e+01,-19.2
1.214e+01,-20.8
1.216e+01,-21.6
1.218e+01,-23.2
1.219e+01,-24
1.221e+01,-24.8
1.222e+01,-26.4
1.224e+01,-27.2
1.226e+01,-28
1.227e+01,-28.8
1.229e+01,-29.6
1.230e+01,-30.4
1.232e+01,-31.2
1.234e+01,-31.2
1.235e+01,-32
1.237e+01,-32
1.238e+01,-32
1.240e+01,-32
1.242e+01,-32
1.243e+01,-32.8
1.245e+01,-32
1.246e+01,-32.8
1.248e+01,-32
1.250e+01,-31.2
1.251e+01,-31.2
1.253e+01,-31.2
1.254e+01,-29.6
1.256e+01,-29.6
1.258e+01,-28.8
1.259e+01,-28
1.261e+01,-26.4
1.262e+01,-25.6
1.264e+01,-24.8
1.266e+01,-24
1.267e+01,-22.4
1.269e+01,-20.8
1.270e+01,-20.8
1.272e+01,-18.4
1.274e+01,-17.6
1.275e+01,-16
1.277e+01,-14.4
1.278e+01,-12.8
1.280e+01,-11.2
1.282e+01,-9.6
1.283e+01,-8.8
1.285e+01,-6.4
1.286e+01,-4.8
1.288e+01,-3.2
1.290e+01,-1.6
1.291e+01,-0.8
1.293e+01,1.6
1.294e+01,2.4
1.296e+01,4
1.298e+01,5.6
1.299e+01,7.2
1.301e+01,8.8
1.302e+01,10.4
1.304e+01,12
1.306e+01,13.6
1.307e+01,15.2
1.309e+01,16
1.310e+01,17.6
1.312e+01,19.2
1.314e+01,20.8
1.315e+01,21.6
1.317e+01,22.4
1.318e+01,24
1.320e+01,24
1.322e+01,25.6
1.323e+01,26.4
1.325e+01,26.4
1.326e+01,28
1.328e+01,28.8
1.330e+01,28.8
1.331e+01,29.6
1.333e+01,29.6
1.334e+01,30.4
1.336e+01,30.4
1.338e+01,30.4
1.339e+01,30.4
1.341e+01,30.4
1.342e+01,30.4
1.344e+01,29.6
1.346e+01,29.6
1.347e+01,28.8
1.349e+01,28
1.350e+01,27.2
1.352e+01,26.4
1.354e+01,26.4
1.355e+01,24.8
1.357e+01,24
1.358e+01,23.2
1.360e+01,22.4
1.362e+01,20.8
1.363e+01,20
1.365e+01,17.6
1.366e+01,16.8
1.368e+01,15.2
1.370e+01,14.4
1.371e+01,12
1.373e+01,11.2
1.374e+01,9.6
1.376e+01,8
1.378e+01,6.4
1.379e+01,4.8
1.381e+01,3.2
1.382e+01,1.6
1.384e+01,0
1.386e+01,-0.8
1.387e+01,-3.2
1.389e+01,-4
1.390e+01,-6.4
1.392e+01,-7.2
1.394e+01,-8.8
1.395e+01,-10.4
1.397e+01,-12
1.398e+01,-13.6
1.400e+01,-15.2
1.402e+01,-16
1.403e+01,-18.4
1.405e+01,-19.2
1.406e+01,-20
1.408e+01,-21.6
1.410e+01,-24
1.411e+01,-24
1.413e+01,-24.8
1.414e+01,-26.4
1.416e+01,-27.2
1.418e+01,-28
1.419e+01,-28.8
1.421e+01,-29.6
1.422e+01,-30.4
1.424e+01,-30.4
1.426e+01,-30.4
1.427e+01,-32
1.429e+01,-31.2
1.430e+01,-32
1.432e+01,-32
1.434e+01,-32
1.435e+01,-32
1.437e+01,-32
1.438e+01,-32
1.440e+01,-31.2
1.442e+01,-31.2
1.443e+01,-30.4
1.445e+01,-29.6
1.446e+01,-29.6
1.448e+01,-28.8
1.450e+01,-28
1.451e+01,-27.2
1.453e+01,-26.4
1.454e+01,-25.6
1.456e+01,-24
1.458e+01,-23.2
1.459e+01,-21.6
1.461e+01,-20.8
1.462e+01,-19.2
1.464e+01,-18.4
1.466e+01,-16
1.467e+01,-15.2
1.469e+01,-13.6
1.470e+01,-12
1.472e+01,-11.2
1.474e+01,-8.8
1.475e+01,-7.2
1.477e+01,-6.4
1.478e+01,-4.8
1.480e+01,-2.4
1.482e+01,-1.6
1.483e+01,0
1.485e+01,1.6
1.486e+01,3.2
1.488e+01,4.8
1.490e+01,6.4
1.491e+01,7.2
1.493e+01,9.6
1.494e+01,11.2
1.496e+01,12
1.498e+01,13.6
1.499e+01,15.2
1.501e+01,16.8
1.502e+01,18.4
1.504e+01,19.2
1.506e+01,20.8
1.507e+01,21.6
1.509e+01,22.4
1.510e+01,23.2
1.512e+01,24
1.514e+01,25.6
1.515e+01,26.4
1.517e+01,27.2
1.518e+01,27.2
1.520e+01,28.8
1.522e+01,28.8
1.523e+01,28.8
1.525e+01,29.6
1.526e+01,29.6
1.528e+01,29.6
1.530e+01,30.4
1.531e+01,29.6
1.533e+01,29.6
1.534e+01,29.6
1.536e+01,29.6
1.538e+01,28.8
1.539e+01,28.8
1.541e+01,27.2
1.542e+01,27.2
1.544e+01,25.6
1.546e+01,25.6
1.547e+01,24
1.549e+01,24
1.550e+01,22.4
1.552e+01,21.6
1.554e+01,20
1.555e+01,18.4
1.557e+01,17.6
1.558e+01,16
1.560e+01,15.2
1.562e+01,13.6
1.563e+01,12
1.565e+01,10.4
1.566e+01,8.8
1.568e+01,7.2
1.570e+01,6.4
1.571e+01,4
1.573e+01,3.2
1.574e+01,1.6
1.576e+01,-0.8
1.578e+01,-1.6
1.579e+01,-3.2
1.581e+01,-4.8
1.582e+01,-6.4
1.584e+01,-8
1.586e+01,-8.8
1.587e+01,-11.2
1.589e+01,-12
1.590e+01,-13.6
1.592e+01,-15.2
1.594e+01,-16.8
1.595e+01,6.4
1.597e+01,5.6
1.598e+01,4.8

